Date,High,Low,Open,Close,Volume,Adj Close
06-08-2002,0.803570986,0.742856979,0.795714021,0.760713995,3217200,0.760713995
07-08-2002,0.793570995,0.742856979,0.760713995,0.793570995,2758000,0.793570995
08-08-2002,0.803570986,0.750714004,0.796428978,0.796428978,2283400,0.796428978
09-08-2002,0.821429014,0.77857101,0.798570991,0.787142992,1500800,0.787142992
12-08-2002,0.807142973,0.753570974,0.802856982,0.757143021,2130800,0.757143021
13-08-2002,0.805000007,0.754285991,0.767857015,0.77285701,1677200,0.77285701
14-08-2002,0.833571017,0.771429002,0.77571398,0.833571017,4047400,0.833571017
15-08-2002,0.910713971,0.832857013,0.837143004,0.882857025,3263400,0.882857025
16-08-2002,0.924286008,0.857142985,0.892857015,0.912856996,1828400,0.912856996
19-08-2002,0.98428601,0.917856991,0.925000012,0.982142985,2074800,0.982142985
20-08-2002,0.993570983,0.921428978,0.985000014,0.946429014,2539600,0.946429014
21-08-2002,0.97142899,0.918570995,0.952857018,0.968571007,2779000,0.968571007
22-08-2002,0.999285996,0.929286003,0.973571002,0.983570993,2963800,0.983570993
23-08-2002,0.996429026,0.967857003,0.993570983,0.993570983,2406600,0.993570983
26-08-2002,0.996429026,0.937856972,0.996429026,0.967857003,2644600,0.967857003
27-08-2002,0.967857003,0.857856989,0.967857003,0.873570979,4984000,0.873570979
28-08-2002,0.889999986,0.824999988,0.861428976,0.864286005,2275000,0.864286005
29-08-2002,0.922142982,0.824285984,0.832857013,0.90357101,2395400,0.90357101
30-08-2002,0.962857008,0.894285977,0.914286017,0.936429024,2121000,0.936429024
03-09-2002,0.963571012,0.913571,0.936429024,0.925000012,1593200,0.925000012
04-09-2002,0.945713997,0.907857001,0.925714016,0.928570986,373800,0.928570986
05-09-2002,0.935714006,0.910713971,0.917856991,0.917856991,285600,0.917856991
06-09-2002,0.935714006,0.910713971,0.927856982,0.914286017,763000,0.914286017
09-09-2002,0.925000012,0.892857015,0.919286013,0.901428998,1419600,0.901428998
10-09-2002,0.949999988,0.889285982,0.90071398,0.944999993,4746000,0.944999993
11-09-2002,0.976428986,0.938570976,0.938570976,0.961429,1629600,0.961429
12-09-2002,0.967142999,0.914286017,0.962857008,0.925000012,1943200,0.925000012
13-09-2002,0.927142978,0.864286005,0.921428978,0.878570974,2485000,0.878570974
16-09-2002,0.892143011,0.852856994,0.892143011,0.857142985,3512600,0.857142985
17-09-2002,0.864286005,0.824999988,0.863570988,0.829999983,2863000,0.829999983
18-09-2002,0.841428995,0.785000026,0.836429,0.787856996,1521800,0.787856996
19-09-2002,0.785713971,0.717857003,0.785000026,0.72428602,4978400,0.72428602
20-09-2002,0.767857015,0.699999988,0.753570974,0.707857013,3484600,0.707857013
23-09-2002,0.732142985,0.705713987,0.714286029,0.711429,4839800,0.711429
24-09-2002,0.725000024,0.689285994,0.711429,0.717857003,3747800,0.717857003
25-09-2002,0.75,0.707857013,0.72428602,0.732142985,1457400,0.732142985
26-09-2002,0.782857001,0.728570998,0.748570979,0.782857001,4162200,0.782857001
27-09-2002,0.784286022,0.712143004,0.776428998,0.720000029,5105800,0.720000029
30-09-2002,0.72142899,0.689285994,0.707143009,0.692857027,4837000,0.692857027
01-10-2002,0.709999979,0.660713971,0.709285975,0.678570986,3850000,0.678570986
02-10-2002,0.688570976,0.560714006,0.688570976,0.578571022,9314200,0.578571022
03-10-2002,0.569999993,0.489286005,0.569285989,0.517857015,9765000,0.517857015
04-10-2002,0.531428993,0.447142988,0.517857015,0.468571007,8433600,0.468571007
07-10-2002,0.458570987,0.382142991,0.449999988,0.412142992,15724800,0.412142992
08-10-2002,0.427857012,0.39071399,0.410714,0.405000001,4531800,0.405000001
09-10-2002,0.410714,0.347142994,0.409999996,0.372857004,5982200,0.372857004
10-10-2002,0.524999976,0.34642899,0.377857,0.506429017,13577200,0.506429017
11-10-2002,0.52857101,0.446429014,0.508571029,0.470714003,13281800,0.470714003
14-10-2002,0.535000026,0.463571012,0.464286,0.534286022,5272400,0.534286022
15-10-2002,0.585713983,0.542142987,0.542856991,0.550000012,4125800,0.550000012
16-10-2002,0.532857001,0.442856997,0.529286027,0.459286004,5800200,0.459286004
17-10-2002,0.585713983,0.47142899,0.472142994,0.550000012,7481600,0.550000012
18-10-2002,0.735714018,0.585713983,0.585713983,0.682856977,24904600,0.682856977
21-10-2002,0.664286017,0.608570993,0.638571024,0.636429012,9686600,0.636429012
22-10-2002,0.643571019,0.617856979,0.635713995,0.625,4263000,0.625
23-10-2002,0.625,0.585713983,0.625,0.589286029,3539200,0.589286029
24-10-2002,0.606428981,0.553570986,0.606428981,0.579285979,2431800,0.579285979
25-10-2002,0.685000002,0.567857027,0.579999983,0.642857015,6447000,0.642857015
28-10-2002,0.707143009,0.649999976,0.664286017,0.685714006,5647600,0.685714006
29-10-2002,0.678570986,0.632857025,0.675000012,0.657142997,2004800,0.657142997
30-10-2002,0.665714025,0.635713995,0.663571,0.641429007,1423800,0.641429007
31-10-2002,0.642857015,0.623570979,0.636429012,0.64071399,1659000,0.64071399
01-11-2002,0.642857015,0.607142985,0.628570974,0.638571024,2126600,0.638571024
04-11-2002,0.702857018,0.639285982,0.642857015,0.671428978,3589600,0.671428978
05-11-2002,0.676428974,0.65071398,0.672142982,0.651428998,1045800,0.651428998
06-11-2002,0.664286017,0.612856984,0.664286017,0.629285991,7032200,0.629285991
07-11-2002,0.63785702,0.592857003,0.632143021,0.592857003,2585800,0.592857003
08-11-2002,0.612856984,0.553570986,0.605000019,0.610714018,4922400,0.610714018
11-11-2002,0.607142985,0.585713983,0.607142985,0.600714028,371000,0.600714028
12-11-2002,0.614286005,0.572143018,0.600000024,0.577857018,2191000,0.577857018
13-11-2002,0.642857015,0.555714011,0.579285979,0.641429007,3231200,0.641429007
14-11-2002,0.644999981,0.618570983,0.642857015,0.618570983,931000,0.618570983
15-11-2002,0.65357101,0.589286029,0.642143011,0.649999976,2045400,0.649999976
18-11-2002,0.780713975,0.625,0.648571014,0.77857101,10061800,0.77857101
19-11-2002,0.720713973,0.623570979,0.720000029,0.664286017,28194600,0.664286017
20-11-2002,0.727856994,0.660713971,0.674286008,0.717142999,10085600,0.717142999
21-11-2002,0.785713971,0.717857003,0.728570998,0.785713971,10516800,0.785713971
22-11-2002,0.800000012,0.752143025,0.757143021,0.786428988,4492600,0.786428988
25-11-2002,0.796428978,0.753570974,0.792856991,0.792856991,4771200,0.792856991
26-11-2002,0.785713971,0.748570979,0.771429002,0.749285996,1771000,0.749285996
27-11-2002,0.76571399,0.743570983,0.761429012,0.751429021,1069600,0.751429021
29-11-2002,0.795000017,0.742856979,0.75,0.774999976,932400,0.774999976
02-12-2002,0.796428978,0.72428602,0.742856979,0.761429012,2009000,0.761429012
03-12-2002,0.789286017,0.739286005,0.75,0.770713985,1164800,0.770713985
04-12-2002,0.75,0.696429014,0.742856979,0.709999979,2468200,0.709999979
05-12-2002,0.864286005,0.769999981,0.858570993,0.785713971,12632200,0.785713971
06-12-2002,0.797856987,0.737856984,0.785000026,0.782142997,3883600,0.782142997
09-12-2002,0.800000012,0.763571024,0.795714021,0.799286008,4068400,0.799286008
10-12-2002,0.872856975,0.799286008,0.800000012,0.871429026,3236800,0.871429026
11-12-2002,0.928570986,0.840713978,0.854286015,0.897143006,4895800,0.897143006
12-12-2002,0.914286017,0.885713995,0.905713975,0.90071398,2534000,0.90071398
13-12-2002,0.914286017,0.860714018,0.899999976,0.892857015,1395800,0.892857015
16-12-2002,0.927856982,0.867856979,0.898571014,0.913571,2098600,0.913571
17-12-2002,0.927142978,0.892857015,0.914286017,0.906428993,1680000,0.906428993
18-12-2002,0.898571014,0.763571024,0.896429002,0.785000026,13378400,0.785000026
19-12-2002,0.799286008,0.758571029,0.770713985,0.771429002,3781400,0.771429002
20-12-2002,0.771429002,0.728570998,0.764285982,0.764285982,4384800,0.764285982
23-12-2002,0.760713995,0.727856994,0.739286005,0.732142985,3311000,0.732142985
24-12-2002,0.732142985,0.699285984,0.728570998,0.707143009,4895800,0.707143009
26-12-2002,0.714286029,0.684285998,0.702143013,0.696429014,2122400,0.696429014
27-12-2002,0.708571017,0.685714006,0.692857027,0.690714002,4592000,0.690714002
30-12-2002,0.714286029,0.685714006,0.703571022,0.713571012,5198200,0.713571012
31-12-2002,0.800000012,0.692857027,0.712857008,0.786428988,11369400,0.786428988
02-01-2003,0.899999976,0.810714006,0.84642899,0.817857027,8397200,0.817857027
03-01-2003,0.850000024,0.771429002,0.850000024,0.77285701,3248000,0.77285701
06-01-2003,0.800000012,0.762143016,0.785713971,0.792856991,3003000,0.792856991
07-01-2003,0.795714021,0.771429002,0.771429002,0.783571005,1937600,0.783571005
08-01-2003,0.857142985,0.762143016,0.771429002,0.814999998,5356400,0.814999998
09-01-2003,0.845713973,0.809285998,0.824999988,0.838571012,5322800,0.838571012
10-01-2003,0.907142997,0.828571022,0.834999979,0.886429012,5434800,0.886429012
13-01-2003,0.883571029,0.855000019,0.857856989,0.867142975,4408600,0.867142975
14-01-2003,0.882143021,0.836429,0.871429026,0.860000014,2549400,0.860000014
15-01-2003,0.882143021,0.847856998,0.84928602,0.871429026,9430400,0.871429026
16-01-2003,0.956429005,0.857142985,0.907142997,0.857142985,18653600,0.857142985
17-01-2003,0.850000024,0.789286017,0.842857003,0.817143023,5364800,0.817143023
21-01-2003,0.850000024,0.792856991,0.826429009,0.814285994,6081600,0.814285994
22-01-2003,0.853570998,0.805714011,0.812856972,0.828571022,4173400,0.828571022
23-01-2003,0.905713975,0.835713983,0.850714028,0.870000005,7219800,0.870000005
24-01-2003,0.884285986,0.84642899,0.875,0.880713999,6353200,0.880713999
27-01-2003,0.877143025,0.836429,0.864286005,0.877143025,3439800,0.877143025
28-01-2003,0.917856991,0.850714028,0.85928601,0.896429002,4946200,0.896429002
29-01-2003,0.899999976,0.845000029,0.899999976,0.881429017,2956800,0.881429017
30-01-2003,0.911428988,0.882143021,0.892857015,0.902143002,3700200,0.902143002
31-01-2003,0.946429014,0.889999986,0.905713975,0.942857027,4019400,0.942857027
03-02-2003,0.941429019,0.892857015,0.938570976,0.914286017,2836400,0.914286017
04-02-2003,0.910713971,0.860714018,0.899999976,0.878570974,2039800,0.878570974
05-02-2003,0.885713995,0.844286025,0.875714004,0.852856994,3484600,0.852856994
06-02-2003,0.857142985,0.824285984,0.854286015,0.832143009,3735200,0.832143009
07-02-2003,0.875,0.834999979,0.842857003,0.870000005,5016200,0.870000005
10-02-2003,0.912142992,0.867856979,0.873570979,0.89071399,7305200,0.89071399
11-02-2003,0.935714006,0.90071398,0.921428978,0.927142978,4790800,0.927142978
12-02-2003,0.957143009,0.928570986,0.954999983,0.948571026,5615400,0.948571026
13-02-2003,0.950713992,0.944285989,0.950713992,0.944285989,6092800,0.944285989
14-02-2003,1.019999981,0.947143018,0.952143013,1.017143011,8435000,1.017143011
18-02-2003,1.056429029,1.00285697,1.022143006,1.047142982,6267800,1.047142982
19-02-2003,1.08928597,1.048570991,1.058570981,1.081429005,5118400,1.081429005
20-02-2003,1.125,1.074285984,1.106428981,1.098570943,6339200,1.098570943
21-02-2003,1.100000024,1.032856941,1.100000024,1.064285994,6255200,1.064285994
24-02-2003,1.042142987,1.000713944,1.024286032,1.00285697,12339600,1.00285697
25-02-2003,1.060714006,0.964999974,0.986428976,1.046429038,4629800,1.046429038
26-02-2003,1.059999943,1.006428957,1.054286003,1.039286017,3878000,1.039286017
27-02-2003,1.178570986,1.054999948,1.058570981,1.178570986,23119600,1.178570986
28-02-2003,1.228571057,1.164286017,1.187857032,1.222143054,11879000,1.222143054
03-03-2003,1.220000029,1.125,1.207857013,1.139999986,15797600,1.139999986
04-03-2003,1.172142982,1.110000014,1.142143011,1.167857051,5565000,1.167857051
05-03-2003,1.168570995,1.125713944,1.168570995,1.15357101,3498600,1.15357101
06-03-2003,1.177857041,1.142856956,1.164999962,1.164286017,3455200,1.164286017
07-03-2003,1.185714006,1.125,1.141428947,1.149286032,4853800,1.149286032
10-03-2003,1.164286017,1.12214303,1.141428947,1.123571038,3424400,1.123571038
11-03-2003,1.125,1.071429014,1.123571038,1.107143044,5531400,1.107143044
12-03-2003,1.107856989,1.064285994,1.103571057,1.075713992,5751200,1.075713992
13-03-2003,1.183570981,1.08928597,1.097143054,1.16071403,7560000,1.16071403
14-03-2003,1.210713983,1.170714021,1.185714006,1.182142973,6129200,1.182142973
17-03-2003,1.292142987,1.118571043,1.184285998,1.28571403,16616600,1.28571403
18-03-2003,1.370000005,1.290714025,1.321429014,1.33928597,21091000,1.33928597
19-03-2003,1.398571014,1.335713983,1.363571048,1.374286056,16062200,1.374286056
20-03-2003,1.406429052,1.329285979,1.389286041,1.345000029,14603400,1.345000029
21-03-2003,1.40071404,1.307857037,1.36500001,1.325000048,8150800,1.325000048
24-03-2003,1.328570962,1.267856956,1.304999948,1.28571403,8996400,1.28571403
25-03-2003,1.392143011,1.282142997,1.28571403,1.375,12602800,1.375
26-03-2003,1.481428981,1.375,1.385714054,1.47142899,18580800,1.47142899
27-03-2003,1.565000057,1.442857027,1.46428597,1.552142978,30632000,1.552142978
28-03-2003,1.595000029,1.479285955,1.553570986,1.504286051,26143600,1.504286051
31-03-2003,1.507143021,1.436429024,1.442142963,1.453570962,8283800,1.453570962
01-04-2003,1.470000029,1.325713992,1.46428597,1.354285955,17019800,1.354285955
02-04-2003,1.472143054,1.397143006,1.428570986,1.417142987,22761200,1.417142987
03-04-2003,1.446429014,1.397143006,1.442857027,1.428570986,8033200,1.428570986
04-04-2003,1.459285975,1.388571024,1.440000057,1.396428943,5884200,1.396428943
07-04-2003,1.517856956,1.411429048,1.442857027,1.424999952,10315200,1.424999952
08-04-2003,1.47142899,1.364285946,1.420714021,1.441429019,6265000,1.441429019
09-04-2003,1.485713959,1.428570986,1.482143044,1.457142949,5864600,1.457142949
10-04-2003,1.511428952,1.436429024,1.463570952,1.501428962,5419400,1.501428962
11-04-2003,1.549999952,1.475000024,1.5,1.483571053,4790800,1.483571053
14-04-2003,1.478571057,1.435714006,1.450713992,1.442857027,5355000,1.442857027
15-04-2003,1.450000048,1.408571005,1.435714006,1.439285994,6311200,1.439285994
16-04-2003,1.472856998,1.435714006,1.448570967,1.469285965,4533200,1.469285965
17-04-2003,1.571429014,1.469285965,1.475000024,1.568570971,13462400,1.568570971
21-04-2003,1.763571024,1.614285946,1.692857027,1.759286046,48573000,1.759286046
22-04-2003,1.748571038,1.602856994,1.748571038,1.640714049,30570400,1.640714049
23-04-2003,1.649286032,1.432142973,1.647143006,1.480000019,36787800,1.480000019
24-04-2003,1.62785697,1.450000048,1.467143059,1.572857022,35765800,1.572857022
25-04-2003,1.585713983,1.492143035,1.570713997,1.510714054,14922600,1.510714054
28-04-2003,1.58928597,1.5,1.5,1.582857013,22727600,1.582857013
29-04-2003,1.642856956,1.579285979,1.579285979,1.628571033,20129200,1.628571033
30-04-2003,1.662857056,1.553570986,1.63499999,1.628571033,11071200,1.628571033
01-05-2003,1.631428957,1.59642899,1.619285941,1.607143044,14984200,1.607143044
02-05-2003,1.642856956,1.600000024,1.603571057,1.616428971,12334000,1.616428971
05-05-2003,1.742143035,1.601428986,1.601428986,1.669286013,14449400,1.669286013
06-05-2003,1.727856994,1.635714054,1.669286013,1.658571005,14964600,1.658571005
07-05-2003,1.700000048,1.632143021,1.658571005,1.687857032,13473600,1.687857032
08-05-2003,1.672142982,1.626428962,1.664999962,1.634286046,10046400,1.634286046
09-05-2003,1.649999976,1.592857003,1.635714054,1.615713954,5926200,1.615713954
12-05-2003,1.710713983,1.621428967,1.63499999,1.680714011,11788000,1.680714011
13-05-2003,1.803570986,1.682142973,1.692857027,1.796429038,18207000,1.796429038
14-05-2003,1.852143049,1.73714304,1.848570943,1.748571038,19117000,1.748571038
15-05-2003,1.784286022,1.725000024,1.755714059,1.74714303,10684800,1.74714303
16-05-2003,1.757143021,1.642856956,1.751428962,1.699285984,12966800,1.699285984
19-05-2003,1.672857046,1.466428995,1.664286017,1.485000014,30472400,1.485000014
20-05-2003,1.567857027,1.467857003,1.524999976,1.553570986,20209000,1.553570986
21-05-2003,1.556429029,1.482856989,1.554286003,1.513571024,9451400,1.513571024
22-05-2003,1.631428957,1.507143021,1.51285696,1.613571048,14278600,1.613571048
23-05-2003,1.657142997,1.578570962,1.633571029,1.580000043,8171800,1.580000043
27-05-2003,1.639286041,1.571429014,1.575000048,1.620713949,13883800,1.620713949
28-05-2003,1.674999952,1.553570986,1.629286051,1.614285946,10127600,1.614285946
29-05-2003,1.643571019,1.579285979,1.610000014,1.628571033,7277200,1.628571033
30-05-2003,1.639286041,1.582142949,1.630714059,1.607143044,10476200,1.607143044
02-06-2003,1.732143044,1.607856989,1.607856989,1.664286017,17547600,1.664286017
03-06-2003,1.718570948,1.646428943,1.663571,1.704285979,8548400,1.704285979
04-06-2003,1.799999952,1.715000033,1.722143054,1.742856979,12420800,1.742856979
05-06-2003,1.817142963,1.687857032,1.749286056,1.815000057,13104000,1.815000057
06-06-2003,1.882143021,1.664286017,1.838570952,1.686429024,19174400,1.686429024
09-06-2003,1.692142963,1.607143044,1.687142968,1.642856956,12731600,1.642856956
10-06-2003,1.684285998,1.48714304,1.572857022,1.621428967,62433000,1.621428967
11-06-2003,1.632143021,1.564285994,1.580000043,1.603571057,17973200,1.603571057
12-06-2003,1.606428981,1.515714049,1.585000038,1.565714002,18457600,1.565714002
13-06-2003,1.524999976,1.289286017,1.514999986,1.371428967,66024000,1.371428967
16-06-2003,1.554999948,1.385714054,1.388571024,1.553570986,32225200,1.553570986
17-06-2003,1.592857003,1.508571029,1.559999943,1.514999986,17542000,1.514999986
18-06-2003,1.562142968,1.508571029,1.526429057,1.532856941,11001200,1.532856941
19-06-2003,1.582142949,1.52857101,1.52857101,1.569285989,15425200,1.569285989
20-06-2003,1.610713959,1.514999986,1.583570957,1.549999952,13018600,1.549999952
23-06-2003,1.560714006,1.516428947,1.539999962,1.53571403,8699600,1.53571403
24-06-2003,1.712857008,1.52857101,1.52857101,1.632143021,33681200,1.632143021
25-06-2003,1.72428596,1.610713959,1.678570986,1.651429057,18978400,1.651429057
26-06-2003,1.800714016,1.651429057,1.658571005,1.777143002,32257400,1.777143002
27-06-2003,1.84928596,1.765714049,1.784999967,1.77857101,18111800,1.77857101
30-06-2003,1.874286056,1.779286027,1.792142987,1.825000048,26012000,1.825000048
01-07-2003,1.828570962,1.732856989,1.828570962,1.767856956,12356400,1.767856956
02-07-2003,1.96428597,1.833570957,1.854285955,1.940000057,39071200,1.940000057
03-07-2003,1.992856979,1.914286017,1.921429038,1.982143044,8202600,1.982143044
07-07-2003,2.042856932,1.878571033,1.96428597,1.914286017,19467000,1.914286017
08-07-2003,1.97142899,1.91071403,1.928570986,1.959285975,10750600,1.959285975
09-07-2003,2.00285697,1.921429038,1.957142949,1.968570948,9632000,1.968570948
10-07-2003,1.995713949,1.907142997,1.955000043,1.922142982,8754200,1.922142982
11-07-2003,1.946429014,1.858571053,1.90071404,1.892143011,7936600,1.892143011
14-07-2003,2.039285898,1.892143011,1.902856946,2.00999999,11862200,2.00999999
15-07-2003,2.001429081,1.868571043,1.904999971,1.884286046,17588200,1.884286046
16-07-2003,1.928570986,1.75,1.90357101,1.820000052,13533800,1.820000052
17-07-2003,1.820000052,1.754999995,1.802857041,1.805714011,17141600,1.805714011
18-07-2003,1.824285984,1.610713959,1.822142959,1.725000024,36236200,1.725000024
21-07-2003,1.725713968,1.640714049,1.725713968,1.680714011,10924200,1.680714011
22-07-2003,1.784999967,1.677142978,1.680714011,1.764286041,11524800,1.764286041
23-07-2003,1.909286022,1.774999976,1.77571404,1.904999971,21898800,1.904999971
24-07-2003,1.953570962,1.871428967,1.921429038,1.885714054,10841600,1.885714054
25-07-2003,1.935714006,1.863571048,1.863571048,1.929999948,5534200,1.929999948
28-07-2003,1.962142944,1.893571019,1.896428943,1.901429057,7495600,1.901429057
29-07-2003,1.928570986,1.875,1.91071403,1.906429052,5357800,1.906429052
30-07-2003,1.912142992,1.84642899,1.91071403,1.853571057,5286400,1.853571057
31-07-2003,1.878571033,1.771428943,1.875,1.871428967,8534400,1.871428967
01-08-2003,1.857143044,1.782142997,1.851428986,1.782142997,6339200,1.782142997
04-08-2003,1.797142982,1.735713959,1.782142997,1.782142997,3676400,1.782142997
05-08-2003,1.817857027,1.732856989,1.792857051,1.736428976,3084200,1.736428976
06-08-2003,1.75,1.633571029,1.742856979,1.668570995,8113000,1.668570995
07-08-2003,1.667857051,1.614285946,1.65071404,1.649286032,7893200,1.649286032
08-08-2003,1.696429014,1.648571014,1.649999976,1.677857041,3339000,1.677857041
11-08-2003,1.780714035,1.667142987,1.667857051,1.772856951,6280400,1.772856951
12-08-2003,1.78571403,1.72428596,1.780714035,1.776429057,3010000,1.776429057
13-08-2003,1.802857041,1.720000029,1.777143002,1.730000019,4537400,1.730000019
14-08-2003,1.820000052,1.730713964,1.73714304,1.781429052,11293800,1.781429052
15-08-2003,1.802857041,1.754999995,1.792857051,1.784999967,5117000,1.784999967
18-08-2003,1.794999957,1.742143035,1.792857051,1.774999976,6335000,1.774999976
19-08-2003,1.855713964,1.75999999,1.792142987,1.845713973,8705200,1.845713973
20-08-2003,2.061429024,1.836429,1.836429,1.980000019,29337000,1.980000019
21-08-2003,2.122857094,2.016428947,2.017857075,2.059999943,19553800,2.059999943
22-08-2003,2.097856998,2.035713911,2.069286108,2.057142973,8395800,2.057142973
25-08-2003,2.047142982,1.946429014,2.036428928,2.005000114,6892200,2.005000114
26-08-2003,2.15357089,1.957142949,1.992856979,2.12785697,13178200,2.12785697
27-08-2003,2.364285946,2.137142897,2.142857075,2.312143087,33322800,2.312143087
28-08-2003,2.357142925,2.189285994,2.355714083,2.25999999,13720000,2.25999999
29-08-2003,2.412857056,2.232142925,2.249285936,2.38071394,11130000,2.38071394
02-09-2003,2.477857113,2.314285994,2.373570919,2.40357089,27102600,2.40357089
03-09-2003,2.531429052,2.354285955,2.465713978,2.378571033,23833600,2.378571033
04-09-2003,2.414285898,2.342856884,2.371428967,2.392143011,8240400,2.392143011
05-09-2003,2.521429062,2.378571033,2.378571033,2.467856884,20844600,2.467856884
08-09-2003,2.535713911,2.428570986,2.444286108,2.480000019,16699200,2.480000019
09-09-2003,2.60928607,2.473571062,2.475713968,2.536428928,10875200,2.536428928
10-09-2003,2.590713978,2.400000095,2.521429062,2.422142982,10642800,2.422142982
11-09-2003,2.446429014,2.290714025,2.428570986,2.347856998,17785600,2.347856998
12-09-2003,2.482856989,2.321429014,2.339286089,2.469285965,16142000,2.469285965
15-09-2003,2.581429005,2.460714102,2.482142925,2.536428928,17876600,2.536428928
16-09-2003,2.67357111,2.546428919,2.646429062,2.564285994,21684600,2.564285994
17-09-2003,2.64071393,2.530714035,2.585714102,2.553570986,11204200,2.553570986
18-09-2003,2.630000114,2.542856932,2.585714102,2.609999895,12215000,2.609999895
19-09-2003,2.685714006,2.556428909,2.607142925,2.642857075,9605400,2.642857075
22-09-2003,2.874285936,2.595000029,2.604285955,2.770714045,22540000,2.770714045
23-09-2003,2.821429014,2.726428986,2.796428919,2.795000076,10446800,2.795000076
24-09-2003,2.809286118,2.706429005,2.805713892,2.714286089,7385000,2.714286089
25-09-2003,2.746428967,2.410000086,2.706429005,2.486428976,20911800,2.486428976
26-09-2003,2.552143097,2.38071394,2.435714006,2.392143011,12187000,2.392143011
29-09-2003,2.417856932,2.172857046,2.322143078,2.391428947,40265400,2.391428947
30-09-2003,2.579286098,2.360713959,2.413570881,2.397142887,20711600,2.397142887
